ID,1st Choice,2nd Choice,3rd Choice,4th Choice,5th Choice,6th Choice,7th Choice,8th Choice,9th Choice,10th Choice,11th Choice,12th Choice,13th Choice,14th Choice,15th Choice,16th Choice,17th Choice,18th Choice,19th Choice ,20th Choice
000602-00-0659,C04,C02,C06,,,,,,,,,,,,,,,,,
000602-00-0661,C04,C15,C14,C06,C16,C20,,,,,,,,,,,,,,
000602-00-0664,C17,C03,C19,C11,C14,C13,C02,C15,,,,,,,,,,,,
000602-00-0667,C20,C06,C18,,,,,,,,,,,,,,,,,
000602-00-0670,C18,,,,,,,,,,,,,,,,,,,
000602-00-0674,C06,C05,C12,C18,C20,C07,,,,,,,,,,,,,,
000602-00-0676,C18,C14,C02,,,,,,,,,,,,,,,,,
000602-00-0680,C04,C15,C06,C16,C14,C20,,,,,,,,,,,,,,
000602-00-0682,C04,C02,C01,C15,C13,C06,C17,,,,,,,,,,,,,
000602-00-0685,C13,C14,C01,C09,C02,C04,C15,C16,C19,,,,,,,,,,,
000602-00-0688,C17,C05,C14,C16,C04,C11,C15,,,,,,,,,,,,,
000602-00-0692,C04,C02,C01,C15,C13,C06,C17,,,,,,,,,,,,,
000602-00-0696,C14,C09,C02,C13,C04,C10,C01,C15,,,,,,,,,,,,
000602-00-0699,C06,C02,,,,,,,,,,,,,,,,,,
000602-00-0702,C15,C02,C16,,,,,,,,,,,,,,,,,
000602-00-0704,C05,C07,C16,C15,C11,C18,,,,,,,,,,,,,,
000602-00-0707,C06,C01,C12,C18,C20,C02,,,,,,,,,,,,,,
000602-00-0711,C18,,,,,,,,,,,,,,,,,,,
000602-00-0713,C18,,,,,,,,,,,,,,,,,,,
000602-00-0717,C13,C04,C06,C18,C20,C02,C12,C15,C16,,,,,,,,,,,
000602-00-0721,C13,C02,C06,C01,C15,C11,C18,C04,C14,,,,,,,,,,,
000602-00-0724,C16,C15,C13,C02,C10,C01,C03,C19,,,,,,,,,,,,
000602-00-0725,C11,C02,C04,C12,C13,C15,C16,C18,C20,,,,,,,,,,,
000602-00-0728,C06,C10,C12,C18,C20,,,,,,,,,,,,,,,
000602-00-0731,C14,C06,C09,C10,C03,,,,,,,,,,,,,,,
000602-00-0735,C15,C16,C18,C20,C02,C04,C06,C12,C13,,,,,,,,,,,
000602-00-0737,C15,C19,C02,C04,C05,,,,,,,,,,,,,,,
000602-00-0741,,,,,,,,,,,,,,,,,,,,
000602-00-0745,C06,C04,C02,C18,C16,C12,,,,,,,,,,,,,,
000602-00-0748,C06,C12,C20,C18,,,,,,,,,,,,,,,,
000602-00-0751,C06,C18,C04,C19,C20,C12,C02,C01,C14,C13,C16,C15,C17,C10,C03,C07,C08,C11,C05,C09
000602-00-0753,C16,C01,C03,,,,,,,,,,,,,,,,,
000602-00-0756,C02,C13,overvote,C03,C16,,,,,,,,,,,,,,,
000602-00-0759,C15,C16,C10,C04,C02,C17,C18,C20,C06,C12,C14,C08,C09,C19,C01,C03,C05,C07,C11,C13
000602-00-0761,C02,C16,C04,C13,C19,C18,,,,,,,,,,,,,,
000602-00-0766,C06,C20,C12,C13,,,,,,,,,,,,,,,,
000602-00-0769,C15,C16,C02,C11,C10,C14,,,,,,,,,,,,,,
000602-00-0772,C14,C01,C16,C02,C04,C15,C13,C10,C03,C19,,,,,,,,,,
000602-00-0775,C17,C16,C19,C05,C04,C10,C06,,,,,,,,,,,,,
000602-00-0776,C06,C18,C12,,,,,,,,,,,,,,,,,
000602-00-0780,C06,C18,C12,C20,C02,,,,,,,,,,,,,,,
000602-00-0783,C15,C10,C18,C04,C05,,,,,,,,,,,,,,,
000602-00-0787,C06,C18,C12,C20,C10,C15,,,,,,,,,,,,,,
000602-00-0789,C02,C13,C04,C16,,,,,,,,,,,,,,,,
000602-00-0793,C06,C18,C12,C20,,,,,,,,,,,,,,,,
000602-00-0796,C18,C12,C20,C06,C09,C13,,,,,,,,,,,,,,
000602-00-0799,C07,C13,C17,C02,C15,,,,,,,,,,,,,,,
000602-00-0801,C05,C11,C17,C19,C01,C03,C07,C08,C09,C10,C14,,,,,,,,,
000602-00-0805,C13,C04,C01,C02,,,,,,,,,,,,,,,,
000602-00-0806,C02,C06,C15,C11,C18,,,,,,,,,,,,,,,
000602-00-0810,C06,C01,C10,C20,C18,C12,C03,,,,,,,,,,,,,
000602-00-0813,C14,C13,C12,C18,C05,C16,C02,C06,,,,,,,,,,,,
000602-00-0817,C18,C12,,,,,,,,,,,,,,,,,,
000602-00-0819,C18,C06,C12,C20,C15,C02,C10,,,,,,,,,,,,,
000602-00-0821,C18,C19,C06,C12,C16,C20,C02,C04,C15,,,,,,,,,,,
000602-00-0824,C14,C13,,,,,,,,,,,,,,,,,,
000602-00-0829,C06,,,,,,,,,,,,,,,,,,,
000602-00-0831,C18,C02,,,,,,,,,,,,,,,,,,
000602-00-0833,C18,C12,C06,C20,,,,,,,,,,,,,,,,
000602-00-0838,C06,C14,C10,,,,,,,,,,,,,,,,,
000602-00-0840,C03,C07,C05,C13,C02,C04,,,,,,,,,,,,,,
000602-00-0843,C14,C13,C15,C02,C04,C16,C19,,,,,,,,,,,,,
000602-00-0846,C19,,,,,,,,,,,,,,,,,,,
000602-00-0849,C06,C10,C18,C20,C12,,,,,,,,,,,,,,,
000602-00-0850,C09,C01,C04,C16,C19,C06,C18,C13,C12,,,,,,,,,,,
000602-00-0855,C06,C18,C12,C20,C15,C10,,,,,,,,,,,,,,
000602-00-0856,C06,C12,C20,C18,,,,,,,,,,,,,,,,
000602-00-0860,C13,C03,C15,,,,,,,,,,,,,,,,,
000602-00-0863,C14,C02,C12,C15,,,,,,,,,,,,,,,,
000602-00-0866,C14,C03,C19,C10,C01,C16,C02,,,,,,,,,,,,,
000602-00-0868,C03,C17,C16,C14,C19,C13,C06,C09,C02,C15,C10,C01,C12,C07,C04,C20,C11,C18,C08,C05
000602-00-0871,C14,C13,C01,C02,C10,,,,,,,,,,,,,,,
000602-00-0874,C18,C13,C09,,,,,,,,,,,,,,,,,
000602-00-0877,C14,C18,C20,C16,C13,,,,,,,,,,,,,,,
000602-00-0880,C02,C06,C11,C03,,,,,,,,,,,,,,,,
000602-00-0883,C13,C02,C03,C09,C16,,,,,,,,,,,,,,,
000602-00-0886,C06,C20,C12,,,,,,,,,,,,,,,,,
000602-00-0891,C01,C04,C02,C18,C15,C11,C14,C13,C10,C20,C16,C12,C06,,,,,,,
000602-00-0894,C04,C14,C15,C20,,,,,,,,,,,,,,,,
000602-00-0896,C03,,,,,,,,,,,,,,,,,,,
000602-00-0899,C03,,,,,,,,,,,,,,,,,,,
000602-00-0901,C15,C13,C11,C14,C16,C02,C04,C20,C18,C06,C17,C09,C01,C03,C10,C19,,,,
000602-00-0906,C06,C18,,,,,,,,,,,,,,,,,,
000602-00-0907,overvote,,,,,,,,,,,,,,,,,,,
000602-00-0910,C15,C06,C04,C02,C20,C16,C13,C12,C18,,,,,,,,,,,
000602-00-0915,C02,C16,C18,C04,C13,C12,C15,,,,,,,,,,,,,
000602-00-0916,C03,C16,C04,C02,C10,C19,C15,C14,C17,C18,C20,C01,C05,C06,C07,C08,C09,C13,C11,C12
000602-00-0921,C15,,,,,,,,,,,,,,,,,,,
000602-00-0922,C18,C13,C02,,,,,,,,,,,,,,,,,
000602-00-0926,C15,C16,C02,C04,C18,C13,,,,,,,,,,,,,,
000602-00-0929,C03,C05,C01,C19,C08,C10,C11,C13,C14,,,,,,,,,,,
000602-00-0933,C18,C12,C20,C06,C16,C15,,,,,,,,,,,,,,
000602-00-0935,C01,C09,C02,C03,C17,C04,C13,C14,,,,,,,,,,,,
000602-00-0939,C14,C12,C13,C02,C01,C19,C17,C10,C04,,,,,,,,,,,
000602-00-0942,C14,C13,C02,,,,,,,,,,,,,,,,,
000602-00-0944,C18,,,,,,,,,,,,,,,,,,,
000602-00-0946,C13,C01,C14,C16,C15,C10,,,,,,,,,,,,,,
000602-00-0949,C18,C06,C14,C10,C04,C20,C09,,,,,,,,,,,,,
000602-00-0953,C06,C20,C18,C12,C10,C03,,,,,,,,,,,,,,
000602-00-0956,C14,C13,C16,C04,C09,,,,,,,,,,,,,,,
000602-00-0959,C14,,,,,,,,,,,,,,,,,,,
000602-00-0962,C02,C04,,,,,,,,,,,,,,,,,,
000602-00-0965,C02,C01,C07,C10,C12,C14,C16,C19,C09,,,,,,,,,,,
000602-00-0969,C18,C06,C12,C13,C20,C02,C04,C05,C16,,,,,,,,,,,
000602-00-0970,C14,C11,C17,C01,C19,C10,C04,C02,,,,,,,,,,,,
000602-00-0973,C18,C06,C15,,,,,,,,,,,,,,,,,
000602-00-0978,C12,C18,,,,,,,,,,,,,,,,,,
000602-00-0980,C19,C17,C15,C16,,,,,,,,,,,,,,,,
000602-00-0984,C04,C14,C12,C18,C06,,,,,,,,,,,,,,,
000602-00-0986,overvote,,,,,,,,,,,,,,,,,,,
000602-00-0990,C18,C05,C12,C20,C04,C15,,,,,,,,,,,,,,
000602-00-0993,C01,C18,C13,C06,C14,C15,,,,,,,,,,,,,,
000602-00-0994,C18,C06,,,,,,,,,,,,,,,,,,
000602-00-0998,C18,C09,C13,,,,,,,,,,,,,,,,,
000602-00-1002,C18,C15,C12,C20,C06,,,,,,,,,,,,,,,
000602-00-1005,C15,C04,C06,C18,,,,,,,,,,,,,,,,
000602-00-1008,C15,C18,C06,,,,,,,,,,,,,,,,,
000602-00-1010,C16,C09,C04,,,,,,,,,,,,,,,,,
000602-00-1014,C06,C12,C20,C18,,,,,,,,,,,,,,,,
000602-00-1016,C01,C12,,,,,,,,,,,,,,,,,,
000602-00-1018,C17,C13,C14,C03,C01,C02,C20,C09,C19,C16,C10,C12,C11,C18,C06,C15,C04,C07,C05,C08
000602-00-1023,,,,,,,,,,,,,,,,,,,,
000602-00-1025,C13,C06,C12,C04,C10,,,,,,,,,,,,,,,
000602-00-1028,C14,C04,C16,C15,C13,C06,,,,,,,,,,,,,,
000602-00-1032,C10,C12,C18,,,,,,,,,,,,,,,,,
000602-00-1033,C07,C17,C02,C14,C16,,,,,,,,,,,,,,,
000602-00-1037,C10,C01,C02,C14,C18,C19,C16,,,,,,,,,,,,,
000602-00-1041,C15,C16,C02,C03,C04,C07,C06,C13,C14,C10,C08,C09,C18,C17,C19,,,,,
000602-00-1042,C04,C01,C02,C16,C10,C13,C14,C09,C15,,,,,,,,,,,
000602-00-1047,C19,C14,C02,,,,,,,,,,,,,,,,,
000602-00-1050,C10,C14,C01,C19,C18,C02,C16,,,,,,,,,,,,,
000602-00-1052,C14,C18,C04,,,,,,,,,,,,,,,,,
000602-00-1054,C14,C13,C09,C01,C16,C03,C04,C15,C02,C05,,,,,,,,,,
000602-00-1059,C02,C13,C04,C12,C16,C10,C17,C01,C07,C08,C09,C11,C14,C15,C18,C19,C20,C03,C05,C06
000602-00-1060,C14,C13,C04,C09,C16,C03,C01,C15,C20,,,,,,,,,,,
000602-00-1064,C18,C13,C15,C16,C20,C02,C04,C06,C12,,,,,,,,,,,
000602-00-1068,C15,C16,,,,,,,,,,,,,,,,,,
000602-00-1069,,,,,,,,,,,,,,,,,,,,
000602-00-1072,C06,C20,C18,C15,,,,,,,,,,,,,,,,
000602-00-1077,,,,,,,,,,,,,,,,,,,,
000602-00-1079,C04,C15,C14,C09,C06,,,,,,,,,,,,,,,
000602-00-1081,C11,C02,C18,C13,C01,,,,,,,,,,,,,,,
000602-00-1086,C19,C01,C02,C03,C10,C16,C13,,,,,,,,,,,,,
000602-00-1089,C14,C15,C16,C02,C06,C04,C09,C13,C17,C18,,,,,,,,,,
000602-00-1091,C18,C16,C06,,,,,,,,,,,,,,,,,
000602-00-1093,C14,C06,C18,C20,C15,,,,,,,,,,,,,,,
000602-00-1096,C15,C14,C06,C20,C18,,,,,,,,,,,,,,,
000602-00-1102,C09,C06,C18,C14,C15,C13,C20,C16,,,,,,,,,,,,
000602-00-1106,C14,C18,C15,,,,,,,,,,,,,,,,,
000602-00-1108,C12,C09,C05,C16,C14,C07,C06,C03,C17,,,,,,,,,,,
000602-00-1112,C18,C06,C12,C20,C01,C02,C14,,,,,,,,,,,,,
000602-00-1113,C11,C18,C17,,,,,,,,,,,,,,,,,
000602-00-1116,C06,C12,C18,C20,C08,C10,C02,C05,C04,,,,,,,,,,,
000602-00-1119,C15,C12,C18,C11,,,,,,,,,,,,,,,,
000602-00-1124,C14,C13,C12,C16,C20,,,,,,,,,,,,,,,
000602-00-1126,C18,C02,C16,C14,C01,C19,,,,,,,,,,,,,,
000602-00-1128,C04,C06,C16,C14,C17,C19,C01,C03,C07,C08,C09,C10,C11,,,,,,,
000602-00-1132,C09,C03,C10,C20,C13,,,,,,,,,,,,,,,
000602-00-1136,C18,C12,C15,C16,C13,,,,,,,,,,,,,,,
000602-00-1137,C18,C12,C15,C16,,,,,,,,,,,,,,,,
000602-00-1140,C02,C16,C19,C13,C04,C18,,,,,,,,,,,,,,
000602-00-1145,C10,C02,C04,C16,C13,,,,,,,,,,,,,,,
000602-00-1148,C13,C01,C14,C02,C16,C15,,,,,,,,,,,,,,
000602-00-1151,C14,C13,C19,,,,,,,,,,,,,,,,,
000602-00-1153,C12,C14,C10,C09,C02,C18,C06,,,,,,,,,,,,,
000602-00-1155,C13,C02,,,,,,,,,,,,,,,,,,
000602-00-1159,C09,C07,,,,,,,,,,,,,,,,,,
000602-00-1162,C09,C07,,,,,,,,,,,,,,,,,,
000602-00-1164,C02,C14,C06,C04,C16,C19,C12,,,,,,,,,,,,,
000602-00-1168,C18,C20,C12,C13,C02,C06,C04,C07,C08,C09,C10,C11,C14,C15,C16,C17,C01,C03,C05,
000602-00-1171,C02,C06,C18,C20,C04,C05,C11,C12,C13,C14,C15,C16,C17,C19,C01,C03,,,,
000602-00-1174,C06,C04,C20,C13,C12,C15,,,,,,,,,,,,,,
000602-00-1178,C06,C01,C15,C11,,,,,,,,,,,,,,,,
000602-00-1181,C03,C02,C05,C14,C16,C06,C10,C09,,,,,,,,,,,,
000602-00-1183,C12,C18,C06,C05,C10,C16,,,,,,,,,,,,,,
000602-00-1185,C18,C20,C06,,,,,,,,,,,,,,,,,
000602-00-1189,C02,C13,C01,C16,C10,C03,,,,,,,,,,,,,,
000602-00-1192,C17,C16,C18,C02,,,,,,,,,,,,,,,,
000602-00-1195,C01,C20,C06,C02,C04,C12,C11,,,,,,,,,,,,,
000602-00-1199,C17,C19,C16,,,,,,,,,,,,,,,,,
000602-00-1202,C12,C06,C20,C18,C03,C10,,,,,,,,,,,,,,
000602-00-1203,C04,C16,C15,C10,C17,C01,C02,,,,,,,,,,,,,
000602-00-1208,C15,C11,C18,,,,,,,,,,,,,,,,,
000602-00-1211,C14,C09,C08,,,,,,,,,,,,,,,,,
000602-00-1212,C20,C18,C02,C03,C05,C07,C13,C12,,,,,,,,,,,,
000602-00-1215,C19,C04,C02,C01,C17,C10,C12,C13,C15,C16,,,,,,,,,,
000602-00-1218,C03,C08,C11,C18,,,,,,,,,,,,,,,,
000602-00-1222,C06,C12,C03,,,,,,,,,,,,,,,,,
000602-00-1226,overvote,overvote,C18,C16,,,,,,,,,,,,,,,,
000602-00-1228,C15,C20,C01,C02,C03,C04,C05,C06,C07,C08,C09,C10,C11,C12,C13,C14,C16,C17,C18,
000602-00-1231,C09,C15,,,,,,,,,,,,,,,,,,
000602-00-1233,C15,C09,,,,,,,,,,,,,,,,,,
000602-00-1236,C02,C14,C06,,,,,,,,,,,,,,,,,
000602-00-1240,overvote,overvote,overvote,,,,,,,,,,,,,,,,,
000602-00-1243,C06,,,,,,,,,,,,,,,,,,,
000602-00-1246,C06,C18,C20,C12,C13,C09,,,,,,,,,,,,,,
000602-00-1250,C13,C02,C06,C04,C16,C20,C18,C12,C09,,,,,,,,,,,
000602-00-1252,C06,C12,C18,C20,,,,,,,,,,,,,,,,
000602-00-1254,C16,C06,C02,C04,C14,C15,C18,C01,C12,C13,,,,,,,,,,
000602-00-1258,C03,,,,,,,,,,,,,,,,,,,
000602-00-1262,C20,C06,C12,C18,,,,,,,,,,,,,,,,
000602-00-1264,C15,C02,C04,C06,C12,C13,C16,C18,C20,C08,C09,C14,C17,C19,C01,C03,C05,C07,C10,C11
000602-00-1268,C02,C16,C19,C04,C13,C17,C03,C11,C05,,,,,,,,,,,
000602-00-1269,C02,C03,C12,C04,C15,C16,C20,C18,C06,C13,,,,,,,,,,
000602-00-1274,C10,,,,,,,,,,,,,,,,,,,
000602-00-1277,C20,C12,C18,C06,C08,C11,,,,,,,,,,,,,,
000602-00-1280,C18,C06,C12,C20,,,,,,,,,,,,,,,,
000602-00-1282,C14,C19,C02,C04,C11,,,,,,,,,,,,,,,
000602-00-1284,C16,C13,C02,C14,C12,,,,,,,,,,,,,,,
000602-00-1288,C18,C15,C16,C13,C02,,,,,,,,,,,,,,,
000602-00-1290,C18,C06,C20,,,,,,,,,,,,,,,,,
000602-00-1294,C03,C11,C17,C14,C10,C09,C19,C01,C05,C07,C08,,,,,,,,,
000602-00-1297,C18,C13,C14,C09,C06,C20,,,,,,,,,,,,,,
000602-00-1300,C15,C16,,,,,,,,,,,,,,,,,,
000602-00-1303,C15,C17,C06,C18,,,,,,,,,,,,,,,,
000602-00-1306,C14,C08,C01,,,,,,,,,,,,,,,,,
000602-00-1309,overvote,,,,,,,,,,,,,,,,,,,
000602-00-1311,C06,C15,C19,C17,,,,,,,,,,,,,,,,
000602-00-1315,C06,C18,C15,C16,C20,C04,,,,,,,,,,,,,,
000602-00-1318,C02,C13,C15,C20,C14,C11,C04,C18,C16,C06,,,,,,,,,,
000602-00-1320,C19,,,,,,,,,,,,,,,,,,,
000602-00-1324,C01,C14,,,,,,,,,,,,,,,,,,
000602-00-1328,C14,C03,C09,C18,,,,,,,,,,,,,,,,
000602-00-1331,C14,C12,C16,C02,C04,C06,C15,C20,,,,,,,,,,,,
000602-00-1333,C06,C07,C04,C20,C11,C12,C14,C02,C15,C16,C18,C13,C01,C03,C05,C08,C09,C10,C19,C17
000602-00-1335,C15,,,,,,,,,,,,,,,,,,,
000602-00-1340,C03,C18,C14,C09,C20,C04,,,,,,,,,,,,,,
000602-00-1343,C02,C16,C04,C14,C13,C19,,,,,,,,,,,,,,
000602-00-1345,C06,C07,C04,C20,C11,C12,C14,C02,C15,C16,C18,C13,C01,C03,C05,C08,C09,C10,C19,C17
000602-00-1349,,,,,,,,,,,,,,,,,,,,
000602-00-1350,C02,C16,C15,C18,C04,C06,C12,C11,C19,C20,C17,C14,C13,C01,C03,C05,C07,C08,C09,C10
000602-00-1354,C16,C15,C05,C06,C02,C20,C18,C13,C12,C11,C08,C09,C10,C07,C04,C01,C03,C19,C17,C14
000602-00-1356,C15,C02,C18,C04,C12,,,,,,,,,,,,,,,
000602-00-1359,C02,C09,C13,C01,C14,C10,,,,,,,,,,,,,,
000602-00-1363,C11,C10,C09,C08,C07,C05,C03,C01,C19,C17,C14,,,,,,,,,
000602-00-1365,C20,C15,C16,,,,,,,,,,,,,,,,,
000602-00-1368,C14,C04,C02,C16,C12,,,,,,,,,,,,,,,
000602-00-1373,C03,C02,C12,C16,C13,C19,C01,C10,C11,C09,,,,,,,,,,
000602-00-1376,C11,C18,C16,,,,,,,,,,,,,,,,,
000602-00-1378,,,,,,,,,,,,,,,,,,,,
000602-00-1380,C02,C13,C11,C16,C01,C08,C04,C17,C18,C19,,,,,,,,,,
000602-00-1383,C06,C12,C18,C20,,,,,,,,,,,,,,,,
000602-00-1386,C18,C20,C02,C16,C15,,,,,,,,,,,,,,,
000602-00-1389,C18,C06,C15,,,,,,,,,,,,,,,,,
000602-00-1393,C01,C15,C20,C04,C13,C06,C02,C18,,,,,,,,,,,,
000602-00-1395,overvote,,,,,,,,,,,,,,,,,,,
000602-00-1398,C13,C02,C04,C15,C16,C03,,,,,,,,,,,,,,
000602-00-1402,C02,C04,C01,C09,C06,,,,,,,,,,,,,,,
000602-00-1404,C06,C15,C20,C02,,,,,,,,,,,,,,,,
000602-00-1408,C01,C14,C16,,,,,,,,,,,,,,,,,
000602-00-1412,C01,C14,C16,,,,,,,,,,,,,,,,,
000602-00-1415,C09,C03,C14,C13,C16,C15,C02,C12,C04,C06,C18,C20,,,,,,,,
000602-00-1418,C03,C07,C08,C09,C10,C11,C05,C12,C06,C04,C02,C01,C19,C17,C20,C18,C16,C15,C14,C13
000602-00-1419,C18,,,,,,,,,,,,,,,,,,,
000602-00-1423,C18,,,,,,,,,,,,,,,,,,,
000602-00-1427,C03,C10,C17,C04,,,,,,,,,,,,,,,,
000602-00-1428,C06,C12,C20,C18,,,,,,,,,,,,,,,,
000602-00-1431,C14,,,,,,,,,,,,,,,,,,,
000602-00-1434,C17,C01,C19,,,,,,,,,,,,,,,,,
000602-00-1437,C09,C14,C13,C12,,,,,,,,,,,,,,,,
000602-00-1441,C03,C06,,,,,,,,,,,,,,,,,,
000602-00-1445,,,,,,,,,,,,,,,,,,,,
000602-00-1446,C06,C15,C18,,,,,,,,,,,,,,,,,
000602-00-1449,C01,C14,C02,C16,C13,C09,C04,C19,,,,,,,,,,,,
000602-00-1453,C06,C12,C20,C15,C10,C03,C18,,,,,,,,,,,,,
000602-00-1456,C15,C06,C18,C10,C20,C12,,,,,,,,,,,,,,
000602-00-1459,C06,C15,C16,C20,C18,C04,C03,C12,,,,,,,,,,,,
000602-00-1463,,,,,,,,,,,,,,,,,,,,
000602-00-1464,C17,C16,C04,C13,,,,,,,,,,,,,,,,
000602-00-1469,C02,C13,C04,C16,C12,C14,,,,,,,,,,,,,,
000602-00-1471,C15,C18,C12,C10,C06,C20,,,,,,,,,,,,,,
000602-00-1475,C12,C02,C04,C13,C03,C16,C06,C10,,,,,,,,,,,,
000602-00-1478,C02,C11,C14,C06,,,,,,,,,,,,,,,,
000602-00-1481,C09,C04,C02,,,,,,,,,,,,,,,,,
000602-00-1485,C13,,,,,,,,,,,,,,,,,,,
000602-00-1487,C15,C16,C17,C10,C03,C12,,,,,,,,,,,,,,
000602-00-1490,C06,C11,C18,C20,C09,,,,,,,,,,,,,,,
000602-00-1492,C13,C14,C18,,,,,,,,,,,,,,,,,
000602-00-1495,C11,C01,C16,C18,C19,,,,,,,,,,,,,,,
000602-00-1499,C04,C14,C13,C16,C02,C15,C08,C17,C11,,,,,,,,,,,
000602-00-1502,C02,C16,C15,,,,,,,,,,,,,,,,,
000602-00-1505,C14,C15,,,,,,,,,,,,,,,,,,
000602-00-1508,C04,C18,C06,,,,,,,,,,,,,,,,,
000602-00-1512,C03,C04,,,,,,,,,,,,,,,,,,
000602-00-1515,C04,C14,C15,C09,C01,C17,C06,,,,,,,,,,,,,
000602-00-1518,C02,C14,C04,C15,C13,C16,,,,,,,,,,,,,,
000602-00-1519,C15,C02,C16,C06,C18,C20,C13,C04,C17,,,,,,,,,,,
000602-00-1522,C06,C14,overvote,C20,overvote,,,,,,,,,,,,,,,
000602-00-1526,C13,C18,C03,C05,C07,C08,C09,C10,,,,,,,,,,,,
000602-00-1529,C02,C04,,,,,,,,,,,,,,,,,,
000602-00-1531,C02,C03,,,,,,,,,,,,,,,,,,
000602-00-1536,C03,C12,C02,C04,C13,C16,C06,C10,,,,,,,,,,,,
000602-00-1539,C14,C01,C06,,,,,,,,,,,,,,,,,
000602-00-1542,C14,C01,C06,,,,,,,,,,,,,,,,,
000602-00-1543,C06,C18,C20,C15,C07,C08,C09,C11,C13,,,,,,,,,,,
000602-00-1547,C14,C13,C01,C04,C16,C15,C03,C02,C20,C06,C05,C07,,,,,,,,
000602-00-1551,C18,,,,,,,,,,,,,,,,,,,
000602-00-1552,C16,C17,C14,C04,,,,,,,,,,,,,,,,
000602-00-1556,C06,C13,C18,C09,C12,C20,,,,,,,,,,,,,,
000602-00-1560,C14,,,,,,,,,,,,,,,,,,,
000602-00-1562,,,,,,,,,,,,,,,,,,,,
000602-00-1565,C14,C01,C16,C02,C04,C15,C13,C10,C03,C19,,,,,,,,,,
000602-00-1569,C16,C13,,,,,,,,,,,,,,,,,,
000602-00-1571,C16,C13,,,,,,,,,,,,,,,,,,
000602-00-1575,C15,C02,C10,C18,C01,C04,C20,C09,C13,,,,,,,,,,,
000602-00-1576,C04,C13,C16,C14,C02,C12,C19,C15,C01,,,,,,,,,,,
000602-00-1579,C14,C15,,,,,,,,,,,,,,,,,,
000602-00-1583,C18,C20,C02,C06,C13,,,,,,,,,,,,,,,
000602-00-1586,C18,C20,,,,,,,,,,,,,,,,,,
000602-00-1589,C20,C18,C02,C09,C12,C13,C14,C06,C03,,,,,,,,,,,
000602-00-1592,C18,C20,C06,C15,C16,C12,C04,C02,C13,,,,,,,,,,,
000602-00-1595,C06,C12,C13,C18,C20,C10,C09,C08,C07,C05,C04,C03,C02,C01,C19,C17,C16,C14,C15,C11
000602-00-1597,C06,C12,C18,C20,C10,,,,,,,,,,,,,,,
000602-00-1601,C18,C14,C04,C02,C12,C13,C06,C11,,,,,,,,,,,,
000602-00-1603,C15,,,,,,,,,,,,,,,,,,,
000602-00-1606,C13,,,,,,,,,,,,,,,,,,,
000602-00-1611,C14,C06,C20,C02,,,,,,,,,,,,,,,,
000602-00-1612,,,,,,,,,,,,,,,,,,,,
000602-00-1616,C17,,,,,,,,,,,,,,,,,,,
000602-00-1618,C02,C04,C06,,,,,,,,,,,,,,,,,
000602-00-1623,C20,C14,C09,C18,C03,C12,C06,C02,C01,,,,,,,,,,,
000602-00-1626,C14,C02,C06,C04,,,,,,,,,,,,,,,,
000602-00-1627,C06,C16,C14,C04,,,,,,,,,,,,,,,,
000602-00-1631,C04,C14,C13,C16,C02,C15,C08,C17,C11,,,,,,,,,,,
000602-00-1633,C13,C02,C15,C12,C18,C16,C20,C05,C19,C09,C10,C14,C01,C03,C04,C06,C08,C11,C17,C07
000602-00-1636,C04,,,,,,,,,,,,,,,,,,,
000602-00-1639,C12,C06,C20,C18,,,,,,,,,,,,,,,,
000602-00-1642,C20,C18,C09,C12,C02,C01,C14,C06,C03,,,,,,,,,,,
000602-00-1646,C09,C01,C02,C04,C15,,,,,,,,,,,,,,,
000602-00-1650,C03,,,,,,,,,,,,,,,,,,,
000602-00-1651,C16,C15,C17,C19,C04,C10,C09,,,,,,,,,,,,,
000602-00-1655,C06,C03,C07,C10,C12,C18,C20,,,,,,,,,,,,,
000602-00-1657,C06,C18,C12,C20,C15,C09,,,,,,,,,,,,,,
000602-00-1660,C09,C01,C02,C15,C04,C06,,,,,,,,,,,,,,
000602-00-1665,C06,C12,C18,C09,C13,C02,C04,C10,C16,,,,,,,,,,,
000602-00-1668,C13,C15,C06,,,,,,,,,,,,,,,,,
000602-00-1670,C15,C13,C04,,,,,,,,,,,,,,,,,
000602-00-1673,C02,C13,C10,C09,C16,C18,,,,,,,,,,,,,,
000602-00-1677,C02,C04,C06,C12,C13,C15,C16,C18,C20,,,,,,,,,,,
000602-00-1681,C10,C15,C16,C02,C08,C12,C06,C04,,,,,,,,,,,,
000602-00-1685,C03,C14,C04,,,,,,,,,,,,,,,,,
000602-00-1688,C18,C06,C13,C12,C20,C02,C16,C15,C04,,,,,,,,,,,
000602-00-1690,C04,C02,C03,overvote,C09,,,,,,,,,,,,,,,
000602-00-1693,C14,C10,C11,C09,,,,,,,,,,,,,,,,
000602-00-1697,C13,C15,C16,C12,,,,,,,,,,,,,,,,
000602-00-1699,C06,C18,C20,C12,C13,C09,,,,,,,,,,,,,,
000602-00-1702,C03,C11,C07,C08,C09,C05,C01,C19,,,,,,,,,,,,
000602-00-1704,C13,C14,C02,C04,,,,,,,,,,,,,,,,
000602-00-1709,C06,C18,C20,C04,overvote,C15,C02,,,,,,,,,,,,,
000602-00-1711,,,,,,,,,,,,,,,,,,,,
000602-00-1714,,,,,,,,,,,,,,,,,,,,
