ID,1st Choice,2nd Choice,3rd Choice,4th Choice,5th Choice,6th Choice,7th Choice,8th Choice,9th Choice,10th Choice,11th Choice,12th Choice,13th Choice,14th Choice,15th Choice,16th Choice
000203-00-0009,C11,C02,C01,C09,C06,,,,,,,,,,,
000203-00-0035,C11,C13,C07,C02,C01,C04,C10,C16,,,,,,,,
000502-00-0004,C11,,,,,,,,,,,,,,,
000502-00-0025,C11,C15,,,,,,,,,,,,,,
000502-00-0041,C11,C02,C07,C05,C15,C13,C03,,,,,,,,,
000502-00-0043,C11,C13,C16,C03,C06,C02,,,,,,,,,,
000502-00-0046,C11,C16,C13,C15,C01,C05,C06,C07,C09,,,,,,,
000502-00-0065,C11,C02,C01,C13,C05,C06,C03,C10,C07,,,,,,,
000502-00-0069,C11,C16,C13,C02,C03,C07,C01,C14,,,,,,,,
000502-00-0077,C11,C13,C01,C02,C06,C05,C15,C09,C03,,,,,,,
000502-00-0081,C11,C13,C14,C15,C01,C03,C02,C05,C09,C06,C04,C12,C16,C07,C08,C10
000502-00-0083,C11,C13,C01,C02,C03,C05,C06,C09,C08,C16,C15,C14,,,,
000502-00-0094,C11,C02,C07,C03,C15,,,,,,,,,,,
000502-00-0126,C11,C02,C13,C16,C03,C01,C10,,,,,,,,,
000502-00-0244,C11,C02,,,,,,,,,,,,,,
000502-00-0249,C11,C13,,,,,,,,,,,,,,
000502-00-0251,C11,C02,C15,C09,C13,C14,C06,C12,C01,,,,,,,
000502-00-0258,C11,C04,C01,,,,,,,,,,,,,
000502-00-0264,C11,C02,C13,C15,C01,C09,C10,C08,C07,C12,C14,C16,C03,C04,C06,C05
000502-00-0277,C11,C07,C10,,,,,,,,,,,,,
000502-00-0293,C11,C13,C16,C01,C15,C03,C06,,,,,,,,,
000502-00-0305,C11,C07,C16,,,,,,,,,,,,,
000502-00-0308,C11,,,,,,,,,,,,,,,
000502-00-0311,C11,C13,C15,C01,C02,C06,C03,C09,C05,,,,,,,
000502-00-0316,C11,C13,C01,C07,C03,C02,,,,,,,,,,
000502-00-0404,C11,C13,C02,C07,C01,C15,C09,C16,,,,,,,,
000502-00-0420,C11,C13,C14,C02,C01,C06,,,,,,,,,,
000502-00-0425,C11,C13,C16,,,,,,,,,,,,,
000502-00-0435,C11,C12,C13,C15,C16,C06,C09,C08,,,,,,,,
000502-00-0446,C11,C01,C02,C13,C15,C09,C07,C03,C04,C05,C06,C12,C14,C16,C10,C08
000502-00-0459,C11,C07,C13,C02,,,,,,,,,,,,
000502-00-0473,C11,C13,C02,C07,C12,C15,C01,,,,,,,,,
000502-00-0481,C11,C13,C16,,,,,,,,,,,,,
000502-00-0490,C11,C07,C13,,,,,,,,,,,,,
000502-00-0498,C11,C13,C16,C02,C07,,,,,,,,,,,
000502-00-0500,C11,C12,C15,C16,C03,C05,C06,C09,,,,,,,,
000502-00-0502,C11,C03,C15,C14,C13,C01,C07,C16,,,,,,,,
000502-00-0507,C11,C13,C15,C02,C03,C05,C04,C06,,,,,,,,
000502-00-0520,C11,C15,C03,C14,C13,C02,C07,,,,,,,,,
000502-00-0540,C11,C16,,,,,,,,,,,,,,
000502-00-0543,C11,C16,,,,,,,,,,,,,,
000502-00-0572,C11,C14,C03,C02,C13,C01,C15,C07,C06,C05,C09,,,,,
000502-00-0579,C11,C13,C09,C03,C15,,,,,,,,,,,
000502-00-0581,C11,C13,C03,C16,C09,C12,C14,C15,C01,C02,C04,C05,C06,C07,C08,C10
000502-00-0586,C11,C13,C15,C16,C07,C02,C03,,,,,,,,,
000502-00-0627,C11,C02,C03,C07,C01,C16,C15,C13,C09,C06,C05,C14,C12,C10,C08,C04
000502-00-0628,C11,C03,C02,C05,C06,C07,C13,C14,C01,C09,C15,,,,,
000502-00-0629,C11,C07,C13,C06,C02,C14,C15,C01,C09,C05,C16,C08,,,,
000502-00-0633,C11,C02,C07,C08,C09,C10,C12,C13,C14,C15,C16,C01,C03,C04,C05,C06
000502-00-0638,C11,C01,C03,C10,C02,,,,,,,,,,,
000502-00-0648,C11,,,,,,,,,,,,,,,
000502-00-0651,C11,C13,C01,C03,C15,C06,C02,C05,C09,,,,,,,
000502-00-0658,C11,C02,C03,C05,C13,C06,,,,,,,,,,
000502-00-0666,C11,C13,C07,,,,,,,,,,,,,
000502-00-0671,C11,C16,C07,C13,C02,,,,,,,,,,,
000502-00-0688,C11,C14,C13,C07,C16,,,,,,,,,,,
000502-00-0706,C11,C16,C07,C13,C02,C14,C01,C05,C03,,,,,,,
000502-00-0708,C11,C13,C16,,,,,,,,,,,,,
000502-00-0716,C11,C13,C01,C16,C07,C09,,,,,,,,,,
000502-00-0718,C11,C08,C13,,,,,,,,,,,,,
000502-00-0722,C11,C13,,,,,,,,,,,,,,
000502-00-0751,C11,C02,C01,,,,,,,,,,,,,
000502-00-0753,C11,C02,C01,C13,C15,,,,,,,,,,,
000502-00-0760,C11,C16,C07,C13,C03,C02,,,,,,,,,,
000502-00-0779,C11,C13,C16,C02,C01,C07,C15,C06,C14,,,,,,,
000502-00-0783,C11,C03,C02,C13,C15,C01,C09,C06,C05,C07,C08,C10,C12,C04,C14,C16
000502-00-0785,C11,C02,C15,,,,,,,,,,,,,
000502-00-0804,C11,C13,,,,,,,,,,,,,,
000502-00-0829,C11,C09,C13,C01,C14,C02,C16,,,,,,,,,
000502-00-0837,C11,C04,C12,C01,C02,C07,,,,,,,,,,
000502-00-0841,C11,C02,C06,,,,,,,,,,,,,
000502-00-0849,C11,C13,C02,C09,C01,C07,C05,C04,,,,,,,,
000502-00-0855,C11,C10,C09,C08,C13,C14,C16,C01,C03,C04,C05,C06,C07,,,
000502-00-0858,C11,C09,C01,C02,C16,C13,,,,,,,,,,
000502-00-0861,C11,C02,C16,C09,C03,C12,,,,,,,,,,
000502-00-0866,C11,,,,,,,,,,,,,,,
000502-00-0872,C11,C13,C07,C16,C02,,,,,,,,,,,
000502-00-0885,C11,C08,C07,C01,,,,,,,,,,,,
000502-00-0894,C11,C02,C01,C15,C06,C10,,,,,,,,,,
000502-00-0899,C11,C01,C02,C13,C03,,,,,,,,,,,
000502-00-0913,C11,C01,C13,C08,C09,C10,C15,C14,C06,C12,C04,C03,C16,C07,C02,
000502-00-0915,C11,C13,C16,C02,C05,C06,C07,C09,C14,C01,C15,C10,C04,C03,C12,C08
000502-00-0925,C11,C13,C07,C03,,,,,,,,,,,,
000502-00-0933,C11,C07,C03,C02,C01,C13,,,,,,,,,,
000502-00-0947,C11,C02,C06,C13,C12,C05,,,,,,,,,,
000502-00-0965,C11,C01,,,,,,,,,,,,,,
000502-00-0995,C11,C02,C13,C01,C07,,,,,,,,,,,
000502-00-1004,C11,,,,,,,,,,,,,,,
000502-00-1006,C11,C02,C06,C15,C14,,,,,,,,,,,
000502-00-1013,C11,C13,C02,C12,C01,,,,,,,,,,,
000502-00-1026,C11,C01,,,,,,,,,,,,,,
000502-00-1030,C11,C02,C13,C03,C07,,,,,,,,,,,
000502-00-1033,C11,C02,C13,,,,,,,,,,,,,
000502-00-1043,C11,C02,C13,C16,C14,C07,C08,C12,C10,,,,,,,
000502-00-1073,C11,C13,C16,C01,C05,C09,,,,,,,,,,
000502-00-1101,C11,C13,C15,C16,C07,C03,,,,,,,,,,
000502-00-1112,C11,C16,C04,C08,C07,C10,,,,,,,,,,
000502-00-1113,C11,C13,C03,C15,C14,C16,C01,C02,C04,C05,C06,C07,C08,C09,C10,C12
000802-00-0005,C11,C03,C02,C01,C09,C04,C05,C06,C07,C08,C10,C12,C13,C14,C15,C16
000802-00-0035,C11,C09,C02,C01,C04,C10,,,,,,,,,,
000802-00-0118,C11,,,,,,,,,,,,,,,
000802-00-0119,C11,,,,,,,,,,,,,,,
000802-00-0138,C11,C13,C01,C09,C02,C15,C05,C06,,,,,,,,
000802-00-0238,C11,C12,C01,,,,,,,,,,,,,
000802-00-0275,C11,C09,,,,,,,,,,,,,,
000802-00-0299,C11,C02,C01,C03,C13,C09,C15,C06,C10,C04,C16,C12,C14,C05,C08,C07
000802-00-0320,C11,C01,C14,C04,C13,C06,C03,,,,,,,,,
000802-00-0422,C11,C14,C04,C03,C01,,,,,,,,,,,
000802-00-0449,C11,C13,C06,,,,,,,,,,,,,
000802-00-0457,C11,C01,C02,C03,C05,C06,C09,C13,,,,,,,,
000802-00-0466,C11,C02,C06,C12,C14,C15,C13,C16,,,,,,,,
000802-00-0479,C11,C02,C05,C06,C12,,,,,,,,,,,
000802-00-0492,C11,C02,C12,C13,C09,C06,,,,,,,,,,
000802-00-0539,C11,C01,C02,,,,,,,,,,,,,
000802-00-0572,C11,C13,C02,C01,,,,,,,,,,,,
000802-00-0787,C11,C13,C09,C02,C06,C01,C12,,,,,,,,,
000101-00-0006,C11,C02,,,,,,,,,,,,,,
000101-00-0008,C11,C15,C03,C14,,,,,,,,,,,,
000101-00-0030,C11,C15,C08,C01,C02,C12,C09,C06,C05,C13,,,,,,
000101-00-0089,C11,C13,C01,C05,C07,C10,C12,C16,C02,C04,C06,C08,C09,C03,C14,C15
000101-00-0158,C11,C15,,,,,,,,,,,,,,
000101-00-0351,C11,C04,,,,,,,,,,,,,,
000101-00-0437,C11,C13,C15,C02,C03,C16,C06,,,,,,,,,
000101-00-0471,C11,C07,,,,,,,,,,,,,,
000101-00-0524,C11,C06,C03,C01,C14,C15,,,,,,,,,,
000101-00-0551,C11,C13,C15,C02,C03,C05,C01,C09,,,,,,,,
000101-00-0599,C11,C13,C14,C15,C07,C08,C09,C16,C01,C02,C03,C04,C05,C06,,
000101-00-0627,C11,C01,C02,,,,,,,,,,,,,
000101-00-0014,C11,C15,C02,C13,,,,,,,,,,,,
000703-00-0005,C11,,,,,,,,,,,,,,,
000703-00-0018,C11,C06,C09,C13,C14,C02,,,,,,,,,,
000703-00-0055,C11,C13,,,,,,,,,,,,,,
000703-00-0082,C11,,,,,,,,,,,,,,,
000703-00-0106,C11,C15,C03,C02,C13,C01,C05,C06,C12,C07,C16,C10,C08,C04,C14,C09
000703-00-0002,C11,C13,WI0,C01,C07,C08,C04,,,,,,,,,
000302-00-0020,C11,C16,,,,,,,,,,,,,,
000302-00-0056,C11,C03,C06,C14,C01,,,,,,,,,,,
000302-00-0059,C11,C02,C01,,,,,,,,,,,,,
000302-00-0062,C11,C03,C13,C15,C06,C01,C05,C02,,,,,,,,
000302-00-0073,C11,C02,,,,,,,,,,,,,,
000302-00-0081,C11,C03,,,,,,,,,,,,,,
000302-00-0109,C11,C01,C02,C13,C15,C14,C12,C06,C09,C10,C08,C07,C05,C04,C16,
000302-00-0131,C11,C16,C13,C05,,,,,,,,,,,,
000302-00-0141,C11,C15,C12,,,,,,,,,,,,,
000302-00-0153,C11,C13,C15,C01,C02,C07,C08,C09,C05,C06,C10,C12,C14,,,
000302-00-0159,C11,,,,,,,,,,,,,,,
000302-00-0251,C11,C13,C03,C07,,,,,,,,,,,,
000302-00-0260,C11,C13,C01,C02,C15,C09,C05,C06,,,,,,,,
000302-00-0288,C11,C03,C13,C15,C16,C01,C14,C07,C06,,,,,,,
000302-00-0320,C11,C16,C13,C15,,,,,,,,,,,,
000302-00-0363,C11,C13,C03,C04,C16,,,,,,,,,,,
000302-00-0393,C11,C13,,,,,,,,,,,,,,
000302-00-0397,C11,C13,C15,C06,C03,C02,C01,C07,C05,C09,,,,,,
000302-00-0423,C11,C13,C01,C09,C05,C03,C06,C15,C02,C16,C14,C12,C10,C08,C04,C07
000302-00-0469,C11,C13,C09,C05,C16,C15,C06,C12,C14,C03,C07,C08,,,,
000302-00-0472,C11,,,,,,,,,,,,,,,
000302-00-0531,C11,C14,C15,C03,C04,,,,,,,,,,,
000302-00-0549,C11,C16,C13,C12,,,,,,,,,,,,
000302-00-0554,C11,,,,,,,,,,,,,,,
000302-00-0555,C11,C01,C14,C06,C04,C03,C12,C13,C10,C02,C15,C07,C08,C16,C09,C05
000302-00-0568,C11,C13,C03,C02,,,,,,,,,,,,
000302-00-0663,C11,C04,C01,C12,C05,C07,C13,,,,,,,,,
000302-00-0664,C11,C15,C13,C02,,,,,,,,,,,,
000302-00-0667,C11,C01,C12,C04,C05,C06,C02,C13,C03,C14,C08,C09,C07,C16,C10,C15
000302-00-0673,C11,C07,C15,C06,C13,C02,C03,C05,C14,C01,,,,,,
001003-00-0009,C11,C07,,,,,,,,,,,,,,
001003-00-0017,C11,C13,C16,C02,C01,C03,C15,C09,C05,C06,C14,C12,C10,C07,C04,C08
001003-00-0051,C11,C14,,,,,,,,,,,,,,
001003-00-0057,C11,,,,,,,,,,,,,,,
001003-00-0060,C11,C01,,,,,,,,,,,,,,
001003-00-0064,C11,,,,,,,,,,,,,,,
001003-00-0090,C11,C13,C16,,,,,,,,,,,,,
001003-00-0103,C11,C13,C02,C12,C08,,,,,,,,,,,
001003-00-0109,C11,C15,C13,C01,C16,,,,,,,,,,,
001003-00-0124,C11,C13,C14,C01,C02,C03,C15,C05,C06,C09,C10,C08,C07,C04,C12,C16
001003-00-0128,C11,C13,C03,,,,,,,,,,,,,
001003-00-0138,C11,C01,C13,C07,,,,,,,,,,,,
001003-00-0140,C11,C16,C13,,,,,,,,,,,,,
001003-00-0142,C11,C12,C13,C14,C15,C16,C01,C02,C03,C04,C05,C06,C07,C08,C09,C10
001003-00-0150,C11,C03,C13,,,,,,,,,,,,,
001003-00-0151,C11,C13,C01,,,,,,,,,,,,,
001003-00-0163,C11,C01,C09,,,,,,,,,,,,,
001003-00-0165,C11,C09,,,,,,,,,,,,,,
001003-00-0185,C11,C13,C07,C16,,,,,,,,,,,,
001003-00-0195,C11,C16,C03,,,,,,,,,,,,,
001003-00-0197,C11,C13,C01,,,,,,,,,,,,,
001003-00-0200,C11,C13,C02,C03,C06,C07,C15,C01,C10,,,,,,,
001003-00-0214,C11,C01,C09,C13,C05,,,,,,,,,,,
001003-00-0225,C11,C03,C13,C15,C02,C05,C01,C07,C09,,,,,,,
001003-00-0229,C11,C13,C01,C02,C03,C07,C15,,,,,,,,,
001003-00-0242,C11,C13,C14,C02,C01,C06,C15,,,,,,,,,
001003-00-0246,C11,C16,C07,,,,,,,,,,,,,
001003-00-0249,C11,C13,C15,C02,C06,C09,C01,C14,,,,,,,,
001003-00-0261,C11,C16,C01,C13,C09,C07,C15,,,,,,,,,
001003-00-0281,C11,C13,C03,,,,,,,,,,,,,
001003-00-0311,C11,C13,C16,C07,,,,,,,,,,,,
001003-00-0315,C11,,,,,,,,,,,,,,,
001003-00-0323,C11,,,,,,,,,,,,,,,
001003-00-0326,C11,,,,,,,,,,,,,,,
001003-00-0347,C11,C13,C16,C07,C02,,,,,,,,,,,
001003-00-0366,C11,C07,C01,C13,,,,,,,,,,,,
001003-00-0373,C11,C05,C09,C01,C02,,,,,,,,,,,
001003-00-0395,C11,C01,C03,C07,C06,C15,,,,,,,,,,
001003-00-0399,C11,C01,,,,,,,,,,,,,,
001003-00-0410,C11,C15,C01,C05,C09,C13,C02,C03,,,,,,,,
001003-00-0411,C11,C03,C01,,,,,,,,,,,,,
001003-00-0424,C11,C03,C05,,,,,,,,,,,,,
001003-00-0427,C11,C15,C02,,,,,,,,,,,,,
001003-00-0439,C11,C13,C02,C01,C09,,,,,,,,,,,
001003-00-0443,C11,C02,C13,C15,C03,,,,,,,,,,,
001003-00-0446,C11,C02,C01,C16,C15,C14,C13,C12,C10,C09,C07,C06,C05,C04,C03,
001003-00-0456,C11,C13,,,,,,,,,,,,,,
001003-00-0464,C11,,,,,,,,,,,,,,,
001003-00-0470,C11,C13,C01,,,,,,,,,,,,,
001003-00-0478,C11,C13,C01,C06,C07,,,,,,,,,,,
001003-00-0482,C11,C13,C02,,,,,,,,,,,,,
001003-00-0484,C11,C03,C07,C13,,,,,,,,,,,,
001003-00-0490,C11,C15,C16,C07,C13,C03,C01,C06,C08,C02,C04,C12,C10,C09,C14,C05
001003-00-0493,C11,C03,C07,C13,C16,C01,C02,C09,C08,C10,C12,C14,C15,C04,C05,C06
001003-00-0496,C11,C02,C03,C13,C14,C15,C16,C01,C04,C06,C07,C12,,,,
001003-00-0516,C11,C14,C15,C03,C02,C09,C06,,,,,,,,,
001003-00-0533,C11,C13,C02,C07,,,,,,,,,,,,
001003-00-0538,C11,C07,C02,C13,C01,C03,C15,,,,,,,,,
001003-00-0544,C11,C03,,,,,,,,,,,,,,
001003-00-0548,C11,,,,,,,,,,,,,,,
001003-00-0596,C11,C14,C06,,,,,,,,,,,,,
001003-00-0601,C11,C01,C05,C09,C06,C02,C12,C13,C07,C08,C15,C04,C16,C10,C14,C03
001003-00-0640,C11,C03,C15,C06,,,,,,,,,,,,
001003-00-0649,C11,,,,,,,,,,,,,,,
001003-00-0653,C11,C05,C06,C13,C01,C07,C16,C12,C15,C02,C10,C09,,,,
001003-00-0659,C11,C13,C01,,,,,,,,,,,,,
001003-00-0662,C11,C01,C09,,,,,,,,,,,,,
001003-00-0663,C11,C13,C06,,,,,,,,,,,,,
001003-00-0666,C11,C16,,,,,,,,,,,,,,
001003-00-0669,C11,C02,C09,C05,C03,C06,C07,C08,C10,C14,C15,C13,C12,C16,C01,C04
001003-00-0723,C11,C13,,,,,,,,,,,,,,
001003-00-0731,C11,C07,C01,C03,C15,C13,,,,,,,,,,
001003-00-0736,C11,C07,C13,C16,C03,,,,,,,,,,,
001003-00-0772,C11,C08,C03,C02,C15,C13,,,,,,,,,,
001003-00-0773,C11,C02,C06,C04,C15,C13,C09,C08,C10,C12,C16,C01,C03,C05,C07,C14
001003-00-0776,C11,C13,C03,C16,C15,C09,C06,,,,,,,,,
001003-00-0797,C11,C03,C01,C06,,,,,,,,,,,,
001003-00-0807,C11,C13,C14,C15,C16,C01,C02,C03,C04,C05,C06,C07,C08,C09,C10,
001001-00-0040,C11,C02,C13,,,,,,,,,,,,,
001001-00-0076,C11,C02,C03,,,,,,,,,,,,,
001001-00-0126,C11,C02,,,,,,,,,,,,,,
001001-00-0143,C11,C13,C16,C01,C02,C07,C03,C05,C06,C09,C15,,,,,
001001-00-0159,C11,C05,,,,,,,,,,,,,,
001001-00-0283,C11,,,,,,,,,,,,,,,
001001-00-0301,C11,C13,C02,C09,C12,,,,,,,,,,,
001001-00-0317,C11,C13,C05,C09,C02,C01,C12,C06,C15,,,,,,,
001001-00-0328,C11,C13,C02,C15,C07,C06,C05,C01,C16,C10,C09,,,,,
001001-00-0358,C11,C13,C01,C02,C16,C07,C09,C15,C12,,,,,,,
001001-00-0383,C11,C16,C02,C13,C15,C09,C01,,,,,,,,,
001001-00-0415,C11,C13,C06,C16,C07,C02,C05,C09,C12,,,,,,,
001001-00-0419,C11,C12,C01,,,,,,,,,,,,,
001001-00-0429,C11,C05,C03,C09,C15,C08,C01,C02,C06,C07,C13,C14,C12,C16,C04,C10
001001-00-0432,C11,C02,C09,C13,C14,C04,C03,C01,C05,,,,,,,
001001-00-0480,C11,C13,,,,,,,,,,,,,,
001001-00-0485,C11,C13,,,,,,,,,,,,,,
001001-00-0523,C11,C13,C02,C07,C12,C01,C06,C09,C05,,,,,,,
001001-00-0572,C11,C03,,,,,,,,,,,,,,
001001-00-0579,C11,C13,C02,,,,,,,,,,,,,
001001-00-0620,C11,C01,C13,C12,C05,C02,C15,C04,,,,,,,,
001001-00-0631,C11,C01,C13,C12,C02,C05,C09,C03,C07,C10,C15,C14,,,,
001001-00-0690,C11,C03,C15,C01,C02,C14,,,,,,,,,,
001001-00-0708,C11,,,,,,,,,,,,,,,
001001-00-0727,C11,C01,C13,C05,C14,,,,,,,,,,,
001001-00-0739,C11,C07,C02,C15,C13,C06,C09,C01,,,,,,,,
001001-00-0779,C11,,,,,,,,,,,,,,,
001001-00-0784,C11,C02,C13,C01,C16,C06,C03,C12,C08,,,,,,,
001001-00-0814,C11,C13,C01,C03,C02,,,,,,,,,,,
001001-00-0824,C11,C01,C10,C08,C07,C12,,,,,,,,,,
001001-00-0826,C11,C13,C16,C01,C02,C03,C07,C05,C06,C08,C09,C14,C15,C04,C10,
001001-00-0829,C11,C13,,,,,,,,,,,,,,
001001-00-0837,C11,C09,C13,C15,C16,C01,C02,C03,C05,C06,,,,,,
001001-00-0853,C11,C09,C01,C12,C02,,,,,,,,,,,
001001-00-0867,C11,C13,C01,C06,,,,,,,,,,,,
001001-00-0894,C11,C13,C14,C15,C01,C02,C03,,,,,,,,,
001001-00-0915,C11,C13,C01,C02,C09,,,,,,,,,,,
001001-00-0922,C11,C13,C07,C03,C02,,,,,,,,,,,
001001-00-0929,C11,,,,,,,,,,,,,,,
001001-00-0985,C11,C13,C16,C03,C12,C05,C02,C14,C06,C08,C09,C01,,,,
001001-00-1052,C11,C03,C15,C16,C13,C06,,,,,,,,,,
001001-00-1080,C11,C04,C06,C09,C16,C14,C13,,,,,,,,,
001001-00-1114,C11,C02,C12,C15,C09,C01,C05,C16,C08,,,,,,,
001001-00-1199,C11,C13,C16,C02,C14,C01,C03,C09,,,,,,,,
001001-00-1222,C11,C05,C07,C02,C09,C08,C06,C01,C13,,,,,,,
001001-00-0003,overvote,overvote,overvote,C11,,,,,,,,,,,,
000903-00-0030,C11,C14,C09,C15,C01,C03,C05,C06,C07,C12,C13,C08,,,,
000903-00-0066,C11,C01,C15,,,,,,,,,,,,,
000903-00-0130,C11,C03,C13,C14,C15,C02,,,,,,,,,,
000903-00-0235,C11,C14,C09,C15,,,,,,,,,,,,
000903-00-0278,C11,C14,C15,C01,C02,C05,C06,C09,,,,,,,,
000903-00-0342,C11,,,,,,,,,,,,,,,
000903-00-0423,C11,C13,C15,,,,,,,,,,,,,
000903-00-0507,C11,,,,,,,,,,,,,,,
000903-00-0592,C11,C01,C14,C02,C06,C09,C05,C13,C15,,,,,,,
000903-00-0931,C11,C13,C14,C09,C08,C06,C01,C02,C03,C10,C07,C04,C05,C15,C16,C12
000903-00-0994,C11,C13,C02,C03,C07,,,,,,,,,,,
000903-00-1024,C11,C01,C02,C03,C06,C13,C09,,,,,,,,,
000903-00-1077,C11,C12,C13,C02,,,,,,,,,,,,
000903-00-1130,C11,,,,,,,,,,,,,,,
000903-00-1135,C11,,,,,,,,,,,,,,,
000903-00-1166,C11,C02,C12,,,,,,,,,,,,,
000903-00-1189,C11,C01,C02,C06,C13,C08,C14,C09,,,,,,,,
000903-00-0015,C11,C05,C06,C07,C08,C09,C10,C12,C14,C16,,,,,,
000903-00-0020,C11,C15,C09,C13,C02,C01,C03,C05,C06,C14,C16,C08,C07,C12,,
000903-00-0027,C11,C13,C06,C01,C02,C09,C14,C15,,,,,,,,
000303-00-0008,C11,,,,,,,,,,,,,,,
000303-00-0044,C11,,,,,,,,,,,,,,,
000303-00-0071,C11,C05,,,,,,,,,,,,,,
000303-00-0091,C11,C12,C13,C14,C02,,,,,,,,,,,
000303-00-0103,C11,C13,C01,C02,C14,C05,C06,C15,C09,C04,C07,C16,C10,C12,C08,C03
000303-00-0107,C11,C13,C03,,,,,,,,,,,,,
000303-00-0119,C11,C15,overvote,,,,,,,,,,,,,
000303-00-0122,C11,C14,,,,,,,,,,,,,,
000303-00-0132,C11,C01,C02,C14,C15,C12,C16,C13,C09,,,,,,,
000303-00-0133,C11,C06,C12,C16,,,,,,,,,,,,
000303-00-0135,C11,C02,C13,C14,C09,C12,C15,C16,C05,,,,,,,
000303-00-0157,C11,C02,overvote,C06,,,,,,,,,,,,
000303-00-0161,C11,C13,C16,C14,,,,,,,,,,,,
000303-00-0171,C11,C13,C02,C01,,,,,,,,,,,,
000303-00-0173,C11,C16,,,,,,,,,,,,,,
000303-00-0193,C11,,,,,,,,,,,,,,,
000303-00-0198,C11,C12,C14,C16,,,,,,,,,,,,
000303-00-0199,C11,C12,C15,C14,C16,,,,,,,,,,,
000303-00-0204,C11,C12,C13,C14,C16,,,,,,,,,,,
000303-00-0207,C11,C13,,,,,,,,,,,,,,
000303-00-0212,C11,C13,C16,C01,C09,C06,C15,C02,C12,C04,,,,,,
000303-00-0261,C11,C14,C13,C15,C01,C02,C03,C07,C08,,,,,,,
000303-00-0270,C11,C09,C06,C05,C13,C15,C01,C03,,,,,,,,
000303-00-0277,C11,,,,,,,,,,,,,,,
000303-00-0287,C11,C13,C02,,,,,,,,,,,,,
000303-00-0290,C11,C13,C12,C09,C02,C01,C15,,,,,,,,,
000303-00-0312,C11,C13,,,,,,,,,,,,,,
000303-00-0318,C11,C13,C15,C16,C03,C01,,,,,,,,,,
000303-00-0338,C11,C07,,,,,,,,,,,,,,
000303-00-0341,C11,C13,C01,C02,C03,C10,,,,,,,,,,
000303-00-0357,C11,C16,C02,C03,C07,C14,C13,,,,,,,,,
000303-00-0358,C11,C16,,,,,,,,,,,,,,
000303-00-0360,C11,C13,C02,C03,C14,,,,,,,,,,,
000303-00-0367,C11,C13,C03,,,,,,,,,,,,,
000303-00-0379,C11,,,,,,,,,,,,,,,
000303-00-0382,C11,,,,,,,,,,,,,,,
000303-00-0391,C11,C13,C03,C16,,,,,,,,,,,,
000303-00-0421,C11,C07,C13,C02,C16,,,,,,,,,,,
000303-00-0425,C11,C13,C07,C16,,,,,,,,,,,,
000303-00-0457,C11,C13,,,,,,,,,,,,,,
000303-00-0463,C11,C16,C07,,,,,,,,,,,,,
000303-00-0464,C11,,,,,,,,,,,,,,,
000303-00-0482,C11,C15,C14,,,,,,,,,,,,,
000803-00-0008,C11,C06,C14,C09,C07,C13,C15,C08,,,,,,,,
000803-00-0015,C11,C02,,,,,,,,,,,,,,
000803-00-0025,C11,C02,C03,C13,C15,C01,,,,,,,,,,
000803-00-0053,C11,,,,,,,,,,,,,,,
000803-00-0092,C11,C12,C01,C03,C13,C02,C10,,,,,,,,,
000201-00-0002,C11,C16,C13,C03,C15,,,,,,,,,,,
000201-00-0006,C11,C07,C13,C02,C04,C15,C16,C14,C12,C06,,,,,,
000201-00-0010,C11,C13,C02,C07,,,,,,,,,,,,
000201-00-0013,C11,C02,C13,C15,C01,C10,C03,C12,C16,C04,C05,C06,C07,C09,C08,C14
000201-00-0022,C11,,,,,,,,,,,,,,,
000201-00-0024,C11,,,,,,,,,,,,,,,
000201-00-0027,C11,C07,C15,C16,C09,C06,C02,C10,C13,,,,,,,
000201-00-0062,C11,C13,C15,C14,C01,C02,C12,C10,C09,C08,C07,C06,C05,C04,C03,C16
000201-00-0078,C11,C13,C16,C02,C07,C03,,,,,,,,,,
000201-00-0094,C11,C07,C16,C10,C02,overvote,C06,C08,C14,,,,,,,
000201-00-0100,C11,C12,C02,,,,,,,,,,,,,
000201-00-0109,C11,C13,C07,,,,,,,,,,,,,
000201-00-0118,C11,C13,,,,,,,,,,,,,,
000201-00-0124,C11,C13,C07,,,,,,,,,,,,,
000201-00-0127,C11,C10,C07,C14,C13,C15,C16,C01,C02,C03,C04,C09,C06,C05,C08,C12
000201-00-0135,C11,C12,,,,,,,,,,,,,,
000201-00-0158,C11,C13,C02,C15,C01,C03,,,,,,,,,,
000201-00-0170,C11,C08,C07,C05,,,,,,,,,,,,
000201-00-0177,C11,C15,C06,,,,,,,,,,,,,
000201-00-0192,C11,C15,C02,C13,C03,C16,C01,C07,,,,,,,,
000201-00-0204,C11,C16,C13,C12,,,,,,,,,,,,
000201-00-0224,C11,C12,,,,,,,,,,,,,,
000201-00-0225,C11,C15,C02,C03,C04,C05,C06,C07,,,,,,,,
000201-00-0242,C11,C03,C13,,,,,,,,,,,,,
000201-00-0245,C11,C02,C14,,,,,,,,,,,,,
000201-00-0265,C11,C13,C15,C07,C03,C01,C16,,,,,,,,,
000201-00-0281,C11,,,,,,,,,,,,,,,
000201-00-0284,C11,C03,C02,C16,C15,C13,C01,C07,,,,,,,,
000201-00-0296,C11,C13,C03,,,,,,,,,,,,,
000201-00-0298,C11,C13,C02,,,,,,,,,,,,,
000201-00-0312,C11,C07,C13,,,,,,,,,,,,,
